year,district_code,district_name,neighborhood_code,neighborhood_name,latitude,longitude,total_nb_buy_sell,nb_buy_sell_new_free_mkt,nb_buy_sell_new_protc_mkt,nb_buy_sell_2nd_hand,total_avg_m2_surf,avg_m2_surf_new_free_mkt,avg_m2_surf_new_protc_mkt,avg_m2_2nd_hand,avg_total_price_€000_all,avg_total_price_€000_new,avg_total_price_€000_2nd_hand,avg_price_€/m2_all,avg_price_€/m2_new,avg_price_€/m2_2nd_hand,avg_weight_ int_ rate_%
2022,1,Ciutat Vella,1,el Raval,41.379518,2.168368,488,5,0,483,65.7,65.2,0.0,65.7,226.3,421.3,223.8,3382.9,6459.9,3343.2,0.0291
2022,1,Ciutat Vella,2,el Barri Gòtic,41.383395,2.176912,242,32,0,210,89.4,89.8,0.0,89.3,421.6,559.8,398.7,4800.2,5986.2,4603.6,0.0291
2022,1,Ciutat Vella,3,la Barceloneta,41.380653,2.189927,211,11,0,200,47.2,39.9,0.0,47.5,216.2,162.0,218.8,4656.7,4283.2,4674.6,0.0291
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",41.384753,2.183755,349,40,0,309,70.1,53.7,0.0,72.3,303.8,262.6,309.5,4355.4,4856.8,4286.6,0.0291
2022,2,Eixample,5,el Fort Pienc,41.395925,2.182325,245,6,0,239,84.6,89.6,0.0,84.5,354.8,374.8,354.3,4296.0,4178.0,4298.8,0.0291
2022,2,Eixample,6,la Sagrada Família,41.403479,2.17441,442,3,0,439,74.7,63.0,0.0,74.8,307.8,285.3,308.0,4188.2,4529.1,4185.4,0.0291
2022,2,Eixample,7,la Dreta de l'Eixample,41.395037,2.167207,581,101,0,480,109.4,111.4,0.0,108.9,679.3,884.7,633.7,6208.9,8070.2,5796.3,0.0291
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41.39,2.155,481,35,1,445,97.9,108.3,93.0,97.1,499.8,725.5,479.7,5125.4,6468.4,5005.5,0.0291
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,41.383389,2.149,586,87,19,480,79.7,77.0,85.1,79.9,363.2,348.1,366.4,4557.3,4545.0,4559.9,0.0291
2022,2,Eixample,10,Sant Antoni,41.380052,2.163327,402,13,3,386,79.4,109.0,64.0,78.2,354.4,309.2,357.3,4592.6,3660.6,4651.7,0.0291
2022,3,Sants-Montjuïc,11,el Poble Sec,41.37498,2.160572,459,3,0,456,62.6,71.7,0.0,62.6,228.3,310.0,227.0,3633.7,4283.3,3623.5,0.0291
2022,3,Sants-Montjuïc,12,la Marina del Prat Vermell,41.353842,2.142318,8,0,0,8,73.9,0.0,0.0,73.9,217.5,0.0,217.5,2825.2,0.0,2825.2,0.0291
2022,3,Sants-Montjuïc,13,la Marina de Port,41.360296,2.137584,314,8,5,301,69.5,61.4,65.6,69.8,221.2,163.5,224.9,3250.6,2637.2,3290.2,0.0291
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,41.370782,2.144676,147,45,0,102,78.4,81.8,0.0,76.9,257.4,268.0,252.5,3362.1,3317.3,3382.5,0.0291
2022,3,Sants-Montjuïc,15,Hostafrancs,41.375263,2.143194,153,39,1,113,66.9,66.8,111.0,66.5,258.5,274.0,253.4,3921.7,4162.2,3842.4,0.0291
2022,3,Sants-Montjuïc,16,la Bordeta,41.369142,2.137373,167,6,0,161,67.4,73.0,0.0,67.2,193.9,255.0,184.9,2834.9,3396.3,2752.3,0.0291
2022,3,Sants-Montjuïc,17,Sants - Badal,41.375466,2.12771,282,27,0,255,67.0,72.8,0.0,66.4,262.3,314.4,239.1,3770.0,4384.8,3496.7,0.0291
2022,3,Sants-Montjuïc,18,Sants,41.375329,2.134912,371,9,0,362,67.9,70.7,0.0,67.9,279.6,282.7,279.5,4019.4,4085.2,4016.8,0.0291
2022,4,Les Corts,19,les Corts,41.385244,2.132863,366,22,1,343,85.8,86.8,74.0,85.8,425.2,626.5,408.7,4793.8,7183.9,4598.5,0.0291
2022,4,Les Corts,20,la Maternitat i Sant Ramon,41.381986,2.125608,181,4,0,177,84.6,74.0,0.0,84.8,396.2,374.3,397.0,4311.8,4806.0,4294.4,0.0291
2022,4,Les Corts,21,Pedralbes,41.39014,2.112218,157,36,1,120,142.1,94.8,59.0,159.4,818.8,391.8,974.1,5387.3,4229.3,5808.4,0.0291
2022,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",41.415067,2.107482,46,2,0,44,145.0,409.0,0.0,135.2,418.8,0.0,422.2,3822.1,0.0,3938.3,0.0291
2022,5,Sarrià-Sant Gervasi,23,Sarrià,41.399373,2.121513,249,19,0,230,121.4,258.1,0.0,109.3,809.3,2223.5,672.7,6150.9,8276.3,5945.6,0.0291
2022,5,Sarrià-Sant Gervasi,24,les Tres Torres,41.397611,2.131184,154,9,0,145,153.6,107.1,0.0,157.0,952.4,711.7,971.0,6128.6,5908.0,6145.6,0.0291
2022,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41.405983,2.133405,210,42,0,168,122.4,118.5,0.0,123.3,849.2,766.0,869.1,6875.6,6590.6,6943.6,0.0291
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,41.397795,2.143383,503,97,0,406,131.3,125.0,0.0,132.9,823.9,789.2,832.5,6281.5,6465.7,6235.7,0.0291
2022,5,Sarrià-Sant Gervasi,27,el Putget i Farró,41.407317,2.143424,255,15,1,239,97.4,73.4,72.0,99.0,514.2,522.6,513.6,5239.6,7014.9,5122.4,0.0291
2022,6,Gràcia,28,Vallcarca i els Penitents,41.415526,2.142243,158,22,3,133,86.5,95.5,69.3,85.4,380.9,380.4,381.0,4477.7,4563.9,4462.2,0.0291
2022,6,Gràcia,29,el Coll,41.417907,2.148075,69,19,0,50,70.2,75.4,0.0,68.4,242.8,294.7,225.5,3357.8,3991.0,3146.7,0.0291
2022,6,Gràcia,30,la Salut,41.442733,2.224576,143,6,0,137,80.6,85.2,0.0,80.4,340.3,350.0,339.8,4286.4,4318.3,4285.0,0.0291
2022,6,Gràcia,31,Vila de Gràcia,41.403178,2.157166,574,35,0,539,76.4,88.9,0.0,75.4,361.4,313.4,365.0,4801.1,3545.0,4895.0,0.0291
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,41.404589,2.166781,357,0,0,357,76.9,0.0,0.0,76.9,339.5,0.0,339.5,4536.5,0.0,4536.5,0.0291
2022,7,Horta-Guinardó,33,el Baix Guinardó,41.411437,2.168651,216,21,0,195,69.9,60.7,0.0,70.9,256.2,183.8,264.8,3723.9,3043.6,3804.7,0.0291
2022,7,Horta-Guinardó,34,Can Baró,41.416092,2.162402,81,1,0,80,70.7,95.0,0.0,70.4,248.7,0.0,247.1,3419.9,0.0,3414.6,0.0291
2022,7,Horta-Guinardó,35,el Guinardó,41.417733,2.173632,359,20,0,339,75.0,89.4,0.0,74.2,262.7,401.0,254.6,3492.9,4543.1,3430.8,0.0291
2022,7,Horta-Guinardó,36,la Font d'en Fargues,41.425788,2.165915,90,26,0,64,89.9,87.0,0.0,90.9,322.3,415.8,287.6,3706.7,4858.8,3280.0,0.0291
2022,7,Horta-Guinardó,37,el Carmel,41.425607,2.154894,319,69,0,250,62.7,60.7,0.0,63.2,175.2,193.7,169.7,2818.7,3059.2,2747.5,0.0291
2022,7,Horta-Guinardó,38,la Teixonera,41.423173,2.14597,143,50,0,93,65.3,69.9,0.0,63.1,201.1,233.0,185.1,3072.0,3462.7,2876.6,0.0291
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,41.426457,2.137491,37,7,1,29,64.8,67.3,0.0,64.3,153.1,159.3,151.7,2316.8,2214.2,2339.6,0.0291
2022,7,Horta-Guinardó,40,Montbau,41.42955,2.144538,49,5,1,43,63.1,54.3,0.0,64.0,183.3,170.0,184.9,3027.1,3107.9,3017.0,0.0291
2022,7,Horta-Guinardó,41,la Vall d'Hebron,41.430379,2.148624,28,4,2,22,67.3,52.3,73.0,69.6,313.0,238.2,326.5,4642.4,4585.6,4652.7,0.0291
2022,7,Horta-Guinardó,42,la Clota,41.427857,2.152407,3,0,1,2,83.7,0.0,57.0,97.0,200.0,0.0,0.0,2210.5,0.0,0.0,0.0291
2022,7,Horta-Guinardó,43,Horta,41.42969,2.160315,197,39,3,155,66.2,69.0,63.7,65.6,246.8,293.9,230.8,3706.1,4274.7,3512.9,0.0291
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,41.430019,2.176069,153,7,0,146,72.5,82.0,0.0,72.1,213.5,276.6,210.0,2936.8,3332.5,2915.0,0.0291
2022,8,Nou Barris,45,Porta,41.433188,2.176034,173,10,0,163,63.8,87.6,0.0,62.2,184.1,203.1,179.9,2783.3,2328.4,2885.7,0.0291
2022,8,Nou Barris,46,el Turó de la Peira,41.432367,2.169068,164,5,0,159,61.6,60.4,0.0,61.7,150.7,236.7,141.5,2441.9,4072.1,2268.5,0.0291
2022,8,Nou Barris,47,Can Peguera,41.434857,2.165785,8,0,0,8,56.3,0.0,0.0,56.3,142.0,0.0,142.0,2448.3,0.0,2448.3,0.0291
2022,8,Nou Barris,48,la Guineueta,41.440303,2.170402,97,0,0,97,76.0,0.0,0.0,76.0,223.4,0.0,223.4,2933.4,0.0,2933.4,0.0291
2022,8,Nou Barris,49,Canyelles,41.441704,2.166398,49,0,0,49,71.9,0.0,0.0,71.9,198.1,0.0,198.1,2720.7,0.0,2720.7,0.0291
2022,8,Nou Barris,50,les Roquetes,41.447798,2.176271,180,0,0,180,55.8,0.0,0.0,55.8,117.1,0.0,117.1,2110.4,0.0,2110.4,0.0291
2022,8,Nou Barris,51,Verdun,41.44404,2.17584,137,1,0,136,58.4,64.0,0.0,58.4,150.4,0.0,149.8,2418.7,0.0,2411.1,0.0291
2022,8,Nou Barris,52,la Prosperitat,41.442333,2.179438,245,1,0,244,59.4,142.0,0.0,59.0,161.2,0.0,159.3,2571.8,0.0,2583.7,0.0291
2022,8,Nou Barris,53,la Trinitat Nova,41.449714,2.183841,94,0,0,94,60.1,0.0,0.0,60.1,102.8,0.0,102.8,1899.3,0.0,1899.3,0.0291
2022,8,Nou Barris,54,Torre Baró,41.458011,2.183986,204,0,0,204,70.3,0.0,0.0,70.3,121.5,0.0,121.5,1664.5,0.0,1664.5,0.0291
2022,8,Nou Barris,55,Ciutat Meridiana,41.460665,2.174474,121,0,0,121,59.5,0.0,0.0,59.5,108.9,0.0,108.9,1816.8,0.0,1816.8,0.0291
2022,8,Nou Barris,56,Vallbona,41.463372,2.184051,2,0,0,2,83.5,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0291
2022,9,Sant Andreu,57,la Trinitat Vella,41.450176,2.191344,83,0,1,82,60.9,0.0,59.0,61.0,116.9,0.0,116.9,1964.6,0.0,1964.6,0.0291
2022,9,Sant Andreu,58,Baró de Viver,41.44993,2.199523,20,0,0,20,69.8,0.0,0.0,69.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0291
2022,9,Sant Andreu,59,el Bon Pastor,41.435984,2.205129,122,0,0,122,67.6,0.0,0.0,67.6,161.5,0.0,161.5,2338.6,0.0,2338.6,0.0291
2022,9,Sant Andreu,60,Sant Andreu,41.43725,2.195487,319,8,0,311,77.1,101.1,0.0,76.4,292.8,350.4,287.2,3522.6,3543.8,3520.5,0.0291
2022,9,Sant Andreu,61,la Sagrera,41.421279,2.186523,207,0,0,207,68.6,0.0,0.0,68.6,222.0,0.0,222.0,3261.6,0.0,3261.6,0.0291
2022,9,Sant Andreu,62,el Congrés i els Indians,41.423784,2.180821,63,5,0,58,72.1,67.4,0.0,72.5,314.1,407.5,290.7,4454.8,5886.0,4097.0,0.0291
2022,9,Sant Andreu,63,Navas,41.416044,2.186938,199,0,0,199,76.2,0.0,0.0,76.2,259.6,0.0,259.6,3357.5,0.0,3357.5,0.0291
2022,10,Sant Martí,64,Camp de l'Arpa del Clot,41.410754,2.182816,324,2,0,322,70.8,80.5,0.0,70.7,265.6,0.0,265.0,3775.7,0.0,3773.5,0.0291
2022,10,Sant Martí,65,el Clot,41.410316,2.186721,265,18,0,247,79.9,81.1,0.0,79.8,381.7,474.9,365.8,4694.3,6058.8,4462.6,0.0291
2022,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,41.400733,2.191342,311,198,6,107,90.8,98.2,60.8,78.1,493.6,574.4,321.0,5281.3,5860.1,4044.8,0.0291
2022,10,Sant Martí,67,la Vila Olímpica del Poblenou,41.389868,2.196846,53,7,0,46,108.3,100.6,0.0,109.2,567.7,577.0,566.6,5239.2,5713.4,5185.4,0.0291
2022,10,Sant Martí,68,el Poblenou,41.400527,2.201729,373,102,2,269,73.4,74.7,38.0,73.0,372.4,441.7,345.0,4988.7,5769.0,4680.4,0.0291
2022,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,41.405228,2.213352,135,9,5,121,91.6,68.4,73.8,94.0,586.3,263.4,613.2,6171.9,3856.6,6364.9,0.0291
2022,10,Sant Martí,70,el Besòs i el Maresme,41.414979,2.213877,288,40,3,245,67.6,78.5,70.7,65.5,232.9,375.7,204.1,2902.4,4653.8,2548.5,0.0291
2022,10,Sant Martí,71,Provençals del Poblenou,41.411948,2.204125,156,34,12,110,72.7,71.3,70.0,73.5,270.9,235.2,283.9,3677.2,3219.2,3843.7,0.0291
2022,10,Sant Martí,72,Sant Martí de Provençals,41.416519,2.198968,230,0,0,230,70.6,0.0,0.0,70.6,198.5,0.0,198.5,2938.5,0.0,2938.5,0.0291
2022,10,Sant Martí,73,la Verneda i la Pau,41.42322,2.20294,238,1,0,237,72.9,50.0,0.0,73.0,168.4,0.0,169.0,2350.4,0.0,2352.5,0.0291
2021,1,Ciutat Vella,1,el Raval,41.379518,2.168368,417,8,0,409,60.9,68.8,0.0,60.8,199.4,348.6,197.2,3145.6,5120.4,3117.5,0.0138
2021,1,Ciutat Vella,2,el Barri Gòtic,41.383395,2.176912,185,13,0,172,83.5,90.6,0.0,82.9,354.2,446.8,345.4,4230.7,4385.8,4215.8,0.0138
2021,1,Ciutat Vella,3,la Barceloneta,41.380653,2.189927,176,9,0,167,43.3,32.1,0.0,44.0,195.2,118.0,200.3,4385.5,3682.5,4432.1,0.0138
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",41.384753,2.183755,251,14,0,237,72.4,87.3,0.0,71.5,291.7,558.5,276.5,4071.3,6058.6,3958.3,0.0138
2021,2,Eixample,5,el Fort Pienc,41.395925,2.182325,216,6,0,210,82.5,81.0,0.0,82.5,324.6,284.6,325.9,3989.5,3570.1,4003.1,0.0138
2021,2,Eixample,6,la Sagrada Família,41.403479,2.17441,437,17,0,420,75.6,63.8,0.0,76.2,305.3,191.8,312.8,4023.2,2987.8,4091.9,0.0138
2021,2,Eixample,7,la Dreta de l'Eixample,41.395037,2.167207,404,22,0,382,116.0,145.5,0.0,114.1,647.2,1008.6,622.6,5506.9,7609.7,5363.7,0.0138
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41.39,2.155,393,25,1,367,93.5,82.1,39.0,94.3,461.3,562.3,454.7,4920.8,6844.5,4795.6,0.0138
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,41.383389,2.149,397,69,13,315,82.9,83.7,83.7,82.7,369.7,365.2,370.8,4433.8,4451.8,4429.2,0.0138
2021,2,Eixample,10,Sant Antoni,41.380052,2.163327,282,8,0,274,87.0,266.4,0.0,80.9,401.8,490.0,395.6,4421.8,2942.5,4526.4,0.0138
2021,3,Sants-Montjuïc,11,el Poble Sec,41.37498,2.160572,386,10,0,376,61.9,69.8,0.0,61.7,286.6,260.0,289.6,4497.8,3799.6,4577.4,0.0138
2021,3,Sants-Montjuïc,12,la Marina del Prat Vermell,41.353842,2.142318,24,0,0,24,74.3,0.0,0.0,74.3,200.6,0.0,200.6,2607.7,0.0,2607.7,0.0138
2021,3,Sants-Montjuïc,13,la Marina de Port,41.360296,2.137584,203,1,2,200,72.0,0.0,66.5,72.1,249.8,0.0,249.8,3448.0,0.0,3448.0,0.0138
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,41.370782,2.144676,64,9,0,55,72.5,84.4,0.0,70.3,264.1,321.6,254.5,3754.9,3637.3,3774.5,0.0138
2021,3,Sants-Montjuïc,15,Hostafrancs,41.375263,2.143194,102,28,0,74,68.9,75.8,0.0,66.2,268.4,306.7,252.9,3922.2,3992.4,3893.7,0.0138
2021,3,Sants-Montjuïc,16,la Bordeta,41.369142,2.137373,156,5,0,151,69.2,72.2,0.0,69.1,230.7,310.2,217.0,3300.9,4286.7,3130.9,0.0138
2021,3,Sants-Montjuïc,17,Sants - Badal,41.375466,2.12771,183,13,0,170,63.8,72.1,0.0,63.3,223.7,256.2,213.9,3603.8,3630.2,3595.8,0.0138
2021,3,Sants-Montjuïc,18,Sants,41.375329,2.134912,327,21,0,306,67.4,64.7,0.0,67.6,273.7,284.1,272.2,3791.8,4528.9,3687.4,0.0138
2021,4,Les Corts,19,les Corts,41.385244,2.132863,340,35,2,303,84.1,82.1,62.0,84.5,412.7,519.2,395.3,4740.2,6272.4,4491.1,0.0138
2021,4,Les Corts,20,la Maternitat i Sant Ramon,41.381986,2.125608,167,3,0,164,85.5,83.5,0.0,85.5,386.0,340.0,387.0,4278.6,4022.5,4284.1,0.0138
2021,4,Les Corts,21,Pedralbes,41.39014,2.112218,105,17,0,88,134.5,91.3,0.0,144.3,815.2,417.1,911.7,5680.5,4693.2,5919.8,0.0138
2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",41.415067,2.107482,34,5,0,29,161.4,200.0,0.0,150.7,427.6,218.0,489.2,3156.8,1634.5,3604.5,0.0138
2021,5,Sarrià-Sant Gervasi,23,Sarrià,41.399373,2.121513,189,7,0,182,113.3,114.3,0.0,113.3,685.5,680.0,685.7,5727.7,6031.1,5715.4,0.0138
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,41.397611,2.131184,103,5,0,98,157.1,120.2,0.0,159.2,920.9,1057.6,912.7,5972.1,8867.4,5799.8,0.0138
2021,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41.405983,2.133405,170,30,1,139,120.9,120.2,0.0,121.1,849.6,757.5,868.6,6759.5,6220.6,6870.9,0.0138
2021,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,41.397795,2.143383,415,100,0,315,133.4,104.9,0.0,139.0,913.1,719.0,951.6,6863.3,6896.0,6856.8,0.0138
2021,5,Sarrià-Sant Gervasi,27,el Putget i Farró,41.407317,2.143424,263,20,1,242,94.4,84.1,96.0,95.2,455.7,604.9,442.7,5011.4,7239.5,4816.3,0.0138
2021,6,Gràcia,28,Vallcarca i els Penitents,41.415526,2.142243,157,37,2,118,92.8,96.9,55.0,91.8,354.7,385.0,344.4,3931.6,3846.8,3960.5,0.0138
2021,6,Gràcia,29,el Coll,41.417907,2.148075,99,49,0,50,73.6,77.3,0.0,70.3,245.4,277.8,217.1,3330.1,3598.7,3095.1,0.0138
2021,6,Gràcia,30,la Salut,41.442733,2.224576,121,1,0,120,81.7,62.0,0.0,81.9,331.1,0.0,331.9,4086.8,0.0,4089.1,0.0138
2021,6,Gràcia,31,Vila de Gràcia,41.403178,2.157166,419,12,0,407,79.6,64.4,0.0,80.0,341.5,330.8,341.8,4402.1,5409.5,4377.3,0.0138
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,41.404589,2.166781,276,3,0,273,76.0,92.5,0.0,75.9,341.9,263.0,342.7,4410.9,3154.6,4424.2,0.0138
2021,7,Horta-Guinardó,33,el Baix Guinardó,41.411437,2.168651,224,1,2,221,72.5,138.0,92.0,72.1,253.8,0.0,249.6,3353.1,0.0,3345.6,0.0138
2021,7,Horta-Guinardó,34,Can Baró,41.416092,2.162402,76,0,0,76,72.3,0.0,0.0,72.3,257.8,0.0,257.8,3250.4,0.0,3250.4,0.0138
2021,7,Horta-Guinardó,35,el Guinardó,41.417733,2.173632,347,60,1,286,71.3,79.7,64.0,69.3,239.7,274.6,226.0,3425.9,3616.1,3351.4,0.0138
2021,7,Horta-Guinardó,36,la Font d'en Fargues,41.425788,2.165915,76,5,0,71,82.2,54.5,0.0,83.2,298.8,157.5,303.6,3730.3,3028.9,3754.1,0.0138
2021,7,Horta-Guinardó,37,el Carmel,41.425607,2.154894,311,81,0,230,61.6,65.4,0.0,60.2,138.2,128.7,142.0,2337.1,2027.2,2458.9,0.0138
2021,7,Horta-Guinardó,38,la Teixonera,41.423173,2.14597,145,61,0,84,60.6,59.4,0.0,61.5,168.2,127.7,205.5,2610.1,2115.7,3065.7,0.0138
2021,7,Horta-Guinardó,39,Sant Genís dels Agudells,41.426457,2.137491,42,15,0,27,83.9,63.1,0.0,92.0,181.9,149.2,194.7,2463.3,2323.4,2518.1,0.0138
2021,7,Horta-Guinardó,40,Montbau,41.42955,2.144538,53,11,0,42,65.0,61.4,0.0,65.9,172.9,156.6,177.4,2710.7,2584.3,2745.2,0.0138
2021,7,Horta-Guinardó,41,la Vall d'Hebron,41.430379,2.148624,26,5,2,19,67.4,53.0,72.5,69.5,249.4,186.7,261.9,3864.2,3702.5,3896.6,0.0138
2021,7,Horta-Guinardó,42,la Clota,41.427857,2.152407,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138
2021,7,Horta-Guinardó,43,Horta,41.42969,2.160315,219,46,1,172,73.7,85.0,62.0,71.0,216.5,263.0,203.2,3031.9,3158.3,2995.7,0.0138
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,41.430019,2.176069,214,24,0,190,68.4,63.4,0.0,69.1,219.0,275.3,207.5,3216.0,4408.6,2970.9,0.0138
2021,8,Nou Barris,45,Porta,41.433188,2.176034,163,2,1,160,63.7,48.0,118.0,63.5,169.1,0.0,169.6,2839.6,0.0,2833.1,0.0138
2021,8,Nou Barris,46,el Turó de la Peira,41.432367,2.169068,144,1,0,143,62.4,0.0,0.0,62.4,148.0,0.0,148.0,2254.2,0.0,2254.2,0.0138
2021,8,Nou Barris,47,Can Peguera,41.434857,2.165785,6,0,0,6,77.2,0.0,0.0,77.2,188.0,0.0,188.0,2347.2,0.0,2347.2,0.0138
2021,8,Nou Barris,48,la Guineueta,41.440303,2.170402,87,0,0,87,76.0,0.0,0.0,76.0,196.3,0.0,196.3,2574.6,0.0,2574.6,0.0138
2021,8,Nou Barris,49,Canyelles,41.441704,2.166398,39,0,0,39,69.1,0.0,0.0,69.1,179.0,0.0,179.0,2436.3,0.0,2436.3,0.0138
2021,8,Nou Barris,50,les Roquetes,41.447798,2.176271,137,0,0,137,56.0,0.0,0.0,56.0,106.8,0.0,106.8,1902.0,0.0,1902.0,0.0138
2021,8,Nou Barris,51,Verdun,41.44404,2.17584,130,7,0,123,59.6,71.9,0.0,58.8,156.8,211.9,141.9,2400.1,3191.8,2186.9,0.0138
2021,8,Nou Barris,52,la Prosperitat,41.442333,2.179438,212,4,2,206,59.3,51.5,55.5,59.5,165.1,160.1,165.4,2754.3,3145.7,2729.1,0.0138
2021,8,Nou Barris,53,la Trinitat Nova,41.449714,2.183841,93,0,0,93,61.8,0.0,0.0,61.8,104.1,0.0,104.1,1954.8,0.0,1954.8,0.0138
2021,8,Nou Barris,54,Torre Baró,41.458011,2.183986,11,0,0,11,84.3,0.0,0.0,84.3,222.3,0.0,222.3,2133.5,0.0,2133.5,0.0138
2021,8,Nou Barris,55,Ciutat Meridiana,41.460665,2.174474,105,0,0,105,58.2,0.0,0.0,58.2,84.5,0.0,84.5,1408.6,0.0,1408.6,0.0138
2021,8,Nou Barris,56,Vallbona,41.463372,2.184051,4,0,0,4,68.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138
2021,9,Sant Andreu,57,la Trinitat Vella,41.450176,2.191344,104,1,0,103,59.3,40.0,0.0,59.5,107.7,0.0,108.1,1891.8,0.0,1829.7,0.0138
2021,9,Sant Andreu,58,Baró de Viver,41.44993,2.199523,19,0,0,19,70.8,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0138
2021,9,Sant Andreu,59,el Bon Pastor,41.435984,2.205129,120,0,0,120,67.0,0.0,0.0,67.0,148.8,0.0,148.8,2196.8,0.0,2196.8,0.0138
2021,9,Sant Andreu,60,Sant Andreu,41.43725,2.195487,513,33,0,480,74.7,83.5,0.0,74.2,340.2,369.6,333.0,3791.1,4520.5,3613.6,0.0138
2021,9,Sant Andreu,61,la Sagrera,41.421279,2.186523,201,0,0,201,72.2,0.0,0.0,72.2,244.0,0.0,244.0,3473.2,0.0,3473.2,0.0138
2021,9,Sant Andreu,62,el Congrés i els Indians,41.423784,2.180821,153,6,0,147,75.1,64.5,0.0,75.4,282.7,351.0,275.7,3622.7,5590.0,3421.0,0.0138
2021,9,Sant Andreu,63,Navas,41.416044,2.186938,177,12,0,165,77.6,81.9,0.0,77.2,258.0,223.0,263.6,3215.0,2751.1,3289.2,0.0138
2021,10,Sant Martí,64,Camp de l'Arpa del Clot,41.410754,2.182816,328,12,0,316,69.0,0.0,0.0,69.0,237.0,0.0,237.0,3460.1,0.0,3460.1,0.0138
2021,10,Sant Martí,65,el Clot,41.410316,2.186721,177,0,0,177,71.8,0.0,0.0,71.8,249.3,0.0,249.3,3730.6,0.0,3730.6,0.0138
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,41.400733,2.191342,162,68,1,93,89.3,109.6,65.0,74.5,395.7,505.4,305.5,4339.7,4613.9,4114.1,0.0138
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,41.389868,2.196846,80,17,0,63,81.1,76.9,0.0,82.3,374.4,448.0,352.8,4531.0,5995.5,4101.7,0.0138
2021,10,Sant Martí,68,el Poblenou,41.400527,2.201729,377,68,14,295,73.9,83.7,56.3,72.4,348.8,441.0,326.1,4691.5,5393.9,4518.6,0.0138
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,41.405228,2.213352,113,4,0,109,94.0,72.3,0.0,94.8,426.7,240.1,434.9,4455.1,3433.3,4500.0,0.0138
2021,10,Sant Martí,70,el Besòs i el Maresme,41.414979,2.213877,256,70,2,184,68.5,83.9,73.5,62.3,225.4,358.6,159.7,2938.6,4057.5,2387.4,0.0138
2021,10,Sant Martí,71,Provençals del Poblenou,41.411948,2.204125,144,33,7,104,72.6,70.1,85.7,72.6,238.4,229.3,242.0,3332.4,3244.1,3367.3,0.0138
2021,10,Sant Martí,72,Sant Martí de Provençals,41.416519,2.198968,195,0,0,195,72.7,0.0,0.0,72.7,190.2,0.0,190.2,2727.5,0.0,2727.5,0.0138
2021,10,Sant Martí,73,la Verneda i la Pau,41.42322,2.20294,239,2,0,237,73.4,75.0,0.0,73.4,168.4,0.0,168.9,2337.3,0.0,2344.5,0.0138
2020,1,Ciutat Vella,1,el Raval,41.379518,2.168368,232,12,0,220,59.6,65.3,0.0,59.3,208.0,291.3,203.1,3607.1,4480.4,3555.7,0.0151
2020,1,Ciutat Vella,2,el Barri Gòtic,41.383395,2.176912,147,10,0,137,92.6,68.6,0.0,94.4,373.0,337.7,375.7,4125.1,5028.1,4056.3,0.0151
2020,1,Ciutat Vella,3,la Barceloneta,41.380653,2.189927,141,16,0,125,45.9,50.4,0.0,45.3,203.7,200.9,204.1,4513.0,4069.7,4577.7,0.0151
2020,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",41.384753,2.183755,201,17,0,184,70.1,90.6,0.0,68.0,328.0,624.4,296.8,4692.5,6723.2,4478.7,0.0151
2020,2,Eixample,5,el Fort Pienc,41.395925,2.182325,162,12,0,150,83.9,80.1,0.0,84.2,356.7,365.2,356.0,4197.3,4745.0,4148.3,0.0151
